,operand1,operand2,result,target
23834,53,101,1.8206008757776392e-18,lcm
23835,65,85,4.244970388272657e-17,lcm
23836,64,7,0.14285714285714285,lcm
23837,73,100,4.052314039881822e-17,lcm
23838,89,65,3.800378815063036e-17,lcm
23839,37,89,2.3077669612994825e-17,lcm
23840,98,87,1.9540563292612313e-18,lcm
23841,21,73,1.1657341758564146e-15,lcm
23842,21,51,6.857259857978908e-17,lcm
23843,85,17,6.938893903907228e-17,lcm
23844,69,57,2.099928418287714e-18,lcm
23845,6,30,1.6653345369377347e-17,lcm
23846,17,95,1.241696803857083e-17,lcm
23847,89,29,8.51809044755508e-17,lcm
23848,47,97,1.6810722344517512e-18,lcm
23849,35,64,1.8973538018496328e-18,lcm
23850,26,97,7.43963882480775e-18,lcm
23851,10,34,8.163404592832032e-18,lcm
23852,76,74,1.4252863153971607e-17,lcm
23853,80,61,4.550094363217854e-18,lcm
23854,68,25,4.718447854656916e-17,lcm
23855,97,90,5.608939238991676e-18,lcm
23856,71,36,3.0791341698588326e-17,lcm
23857,34,38,6.208484019285415e-18,lcm
23858,64,84,0.011904761904761904,lcm
23859,96,29,5.74253288599219e-18,lcm
23860,51,58,3.5388358909926865e-16,lcm
23861,38,35,2.1094237467877976e-16,lcm
23862,24,76,4.163336342344337e-17,lcm
23863,100,68,2.5510639352600102e-18,lcm
23864,26,91,7.93016446160826e-18,lcm
23865,76,81,1.054711873393899e-15,lcm
23866,6,16,1.0408340855860843e-17,lcm
23867,60,14,1.486905836551549e-17,lcm
23868,80,81,3.426614273534434e-18,lcm
23869,12,94,1.7716324861039734e-18,lcm
23870,25,2,8.673617379884035e-17,lcm
23871,4,89,0.011235955056179775,lcm
23872,43,14,4.26246339811444e-17,lcm
23873,41,45,6.32210333467103e-18,lcm
23874,54,27,1.6653345369377348e-16,lcm
23875,51,31,2.283119929672701e-17,lcm
23876,40,0,NaN,lcm
23877,99,43,3.993898235388463e-18,lcm
23878,86,82,7.277376533366118e-18,lcm
23879,53,6,3.0646781408923594e-17,lcm
23880,95,67,2.4596825405641296e-18,lcm
23881,65,54,6.681897833392146e-17,lcm
23882,20,12,2.3129646346357426e-17,lcm
23883,61,80,2.6454533008646307e-18,lcm
23884,10,45,6.1679056923619804e-18,lcm
23885,14,9,3.8857805861880484e-16,lcm
23886,37,85,1.2081838797391408e-16,lcm
23887,5,89,3.1186040017560576e-18,lcm
23888,26,68,1.0612425970681643e-17,lcm
23889,16,30,0.03333333333333333,lcm
23890,62,9,9.560253823161072e-17,lcm
23891,10,40,6.938893903907228e-18,lcm
23892,61,66,3.206610061654098e-18,lcm
23893,10,33,8.410780489584518e-18,lcm
23894,86,66,2.7124767078910072e-17,lcm
23895,7,52,7.472654973438555e-18,lcm
23896,58,99,1.2195631709897553e-17,lcm
23897,4,65,0.015384615384615385,lcm
23898,28,68,5.714383214982424e-18,lcm
23899,67,78,4.4702489573248486e-18,lcm
23900,78,79,3.425529901928885e-18,lcm
23901,88,51,1.795949010423047e-17,lcm
23902,94,95,1.7164632288612617e-18,lcm
23903,44,6,1.5265566588595902e-16,lcm
23904,34,19,1.241696803857083e-17,lcm
23905,22,48,1.9081958235744878e-17,lcm
23906,61,66,3.206610061654098e-18,lcm
23907,76,11,9.588289758126352e-17,lcm
23908,25,98,1.770125995894701e-18,lcm
23909,51,86,3.5388358909926865e-16,lcm
23910,95,77,2.140243249581775e-18,lcm
23911,54,88,1.7031830491408652e-17,lcm
23912,50,81,2.141633920959021e-18,lcm
23913,75,14,9.29316147844718e-18,lcm
23914,36,73,4.996003610813204e-16,lcm
23915,48,19,1.6653345369377348e-16,lcm
23916,92,56,1.1399611413561875e-17,lcm
23917,68,9,7.864079757761526e-17,lcm
23918,46,38,1.679942734630171e-17,lcm
23919,63,41,8.529762262364009e-17,lcm
23920,41,60,4.741577501003273e-18,lcm
23921,78,92,2.941487633178064e-18,lcm
23922,17,78,9.07393818203253e-18,lcm
23923,32,0,NaN,lcm
23924,47,76,2.1455790360765773e-18,lcm
23925,42,48,7.28583859910259e-17,lcm
23926,94,87,5.6228967842006855e-18,lcm
23927,1,24,0.041666666666666664,lcm
23928,90,5,3.122502256758253e-17,lcm
23929,49,55,3.090961829922311e-18,lcm
23930,39,6,4.5102810375396984e-17,lcm
23931,50,69,2.5140919941692853e-18,lcm
23932,84,59,1.9758206370447704e-17,lcm
23933,28,41,9.477513624848898e-18,lcm
23934,15,59,3.5282511375799465e-18,lcm
23935,30,97,2.1460496610022357e-18,lcm
23936,100,87,1.993935029858399e-18,lcm
23937,86,66,2.7124767078910072e-17,lcm
23938,85,82,1.438551175200279e-17,lcm
23939,64,79,0.012658227848101266,lcm
23940,87,18,6.707597440443654e-17,lcm
23941,78,89,3.0406389017121564e-18,lcm
23942,39,34,7.959319478011232e-18,lcm
23943,20,55,5.046468293750712e-18,lcm
23944,13,30,1.2027416100105862e-16,lcm
23945,44,95,3.2138034923359794e-18,lcm
23946,48,74,2.250452076942885e-18,lcm
23947,98,39,5.666763354857571e-17,lcm
23948,88,79,3.864700402176178e-18,lcm
23949,55,67,5.696106936043248e-18,lcm
23950,13,90,4.0091387000352874e-17,lcm
23951,17,4,5.898059818321144e-17,lcm
23952,36,18,2.498001805406602e-16,lcm
23953,79,17,8.061362035421632e-18,lcm
23954,35,18,6.746146851020917e-18,lcm
23955,44,20,1.52655665885959e-17,lcm
23956,19,36,2.636779683484747e-16,lcm
23957,98,99,1.717201016623506e-18,lcm
23958,86,94,6.348349741872571e-18,lcm
23959,13,90,4.0091387000352874e-17,lcm
23960,42,6,5.828670879282072e-16,lcm
23961,67,15,2.3245294578089216e-17,lcm
23962,88,72,1.2721305490496585e-17,lcm
23963,23,47,1.3582515726797129e-17,lcm
23964,60,14,1.486905836551549e-17,lcm
23965,48,3,1.6653345369377348e-16,lcm
23966,52,97,7.43963882480775e-18,lcm
23967,7,35,1.1102230246251566e-17,lcm
23968,7,51,2.2857532859929692e-17,lcm
23969,85,63,5.617199826972518e-17,lcm
23970,98,81,2.0988012425398408e-18,lcm
23971,76,15,2.1094237467877973e-16,lcm
23972,64,32,0.03125,lcm
23973,77,27,9.894348714830677e-18,lcm
23974,1,35,0.02857142857142857,lcm
23975,70,62,1.958558763199621e-18,lcm
23976,17,74,3.1881404423357538e-18,lcm
23977,91,23,6.863471144082149e-18,lcm
23978,87,99,1.2195631709897553e-17,lcm
23979,85,95,1.241696803857083e-17,lcm
23980,32,27,0.037037037037037035,lcm
23981,38,62,1.701148182893385e-17,lcm
23982,7,10,3.885780586188048e-17,lcm
23983,94,14,1.1647429052987134e-17,lcm
23984,68,56,4.212899870229389e-18,lcm
23985,98,89,1.9101449510755854e-18,lcm
23986,6,24,2.0816681711721685e-17,lcm
23987,75,36,3.6140072416183476e-18,lcm
23988,56,68,5.714383214982424e-18,lcm
23989,4,67,0.014925373134328358,lcm
23990,96,21,1.6653345369377348e-16,lcm
23991,26,7,1.0309213800090737e-16,lcm
23992,10,97,2.8613995480029806e-18,lcm
23993,47,67,2.4337911454002966e-18,lcm
23994,33,57,1.6069017461679898e-17,lcm
23995,72,99,4.5418214643756407e-17,lcm
23996,14,79,4.918709602769682e-18,lcm
23997,9,62,8.058070340021298e-18,lcm
23998,53,21,8.756223259692456e-18,lcm
23999,98,26,8.500145032286356e-17,lcm
24000,39,38,1.0071408580478034,log
24001,78,1,NaN,log
24002,82,68,1.0443681005389545,log
24003,63,7,2.129150068107159,log
24004,77,7,2.232274405867344,log
24005,6,74,0.41629469592760643,log
24006,33,77,0.8049411108231395,log
24007,33,54,0.8765408737289972,log
24008,79,77,1.0059032180595222,log
24009,2,84,0.15643778834207156,log
24010,94,25,1.4114538831133794,log
24011,28,24,1.048504741598534,log
24012,37,66,0.8618652693318875,log
24013,56,67,0.957347434190851,log
24014,56,14,1.5252990700743874,log
24015,6,53,0.4512916199214712,log
24016,54,13,1.5551901775215038,log
24017,84,95,0.9729768512222614,log
24018,69,77,0.9747458952225325,log
24019,59,64,0.9804405082269737,log
24020,59,0,NaN,log
24021,82,3,4.011168719591413,log
24022,39,84,0.8268366336170877,log
24023,98,77,1.0555186140713397,log
24024,93,43,1.20509394707318,log
24025,71,44,1.1264445731879487,log
24026,55,82,0.9093688434361399,log
24027,7,12,0.783091851446946,log
24028,38,62,0.8813830179379154,log
24029,47,31,1.121188686050246,log
24030,45,11,1.5875015614538919,log
24031,28,75,0.7717923993184793,log
24032,10,50,0.588591910067779,log
24033,73,89,0.9558491906539591,log
24034,89,45,1.179152704447661,log
24035,73,78,0.9847937082378903,log
24036,33,45,0.9185231343368839,log
24037,29,43,0.8952716490506508,log
24038,97,50,1.1693977699404428,log
24039,65,30,1.2273287320524826,log
24040,54,92,0.8821695173478281,log
24041,55,85,0.9020138997807031,log
24042,18,92,0.6392098411161113,log
24043,76,62,1.0493317968949574,log
24044,80,33,1.253258160504593,log
24045,19,59,0.7221120638799268,log
24046,77,31,1.2649451390442632,log
24047,4,101,0.3003809664473759,log
24048,73,90,0.9534757590832705,log
24049,70,27,1.2890490078169357,log
24050,56,57,0.9956222229383501,log
24051,42,72,0.87396806630846,log
24052,24,93,0.7011547865962067,log
24053,28,47,0.8654744843276118,log
24054,90,57,1.1129736855254753,log
24055,69,86,0.9505559901354146,log
24056,11,29,0.7121130408099613,log
24057,23,41,0.8443337464867926,log
24058,12,79,0.568700379015853,log
24059,76,41,1.166190735630381,log
24060,82,10,1.9138138523837167,log
24061,37,37,1.0,log
24062,12,94,0.5469393400325316,log
24063,71,23,1.3594921832053655,log
24064,92,47,1.174445513476073,log
24065,51,6,2.1943936673700275,log
24066,22,39,0.8437260654870744,log
24067,18,29,0.8583658531444726,log
24068,59,69,0.9630219361460223,log
24069,86,31,1.2971356708713604,log
24070,89,63,1.0833913609277008,log
24071,73,90,0.9534757590832705,log
24072,58,100,0.8817139967814686,log
24073,35,93,0.7843949298542623,log
24074,73,13,1.6727267650206343,log
24075,74,61,1.046995173146649,log
24076,87,88,0.9974474344242616,log
24077,12,30,0.7305976016521668,log
24078,47,95,0.8454658949633695,log
24079,48,69,0.9142899468175075,log
24080,47,25,1.196115604076683,log
24081,19,69,0.6954097578720472,log
24082,46,34,1.0857203538216889,log
24083,57,26,1.2409243313243692,log
24084,96,4,3.292481250360578,log
24085,73,26,1.3168607470894105,log
24086,89,27,1.3619109659313593,log
24087,57,86,0.9076641310018883,log
24088,34,23,1.1246585966261096,log
24089,97,74,1.0628814572824523,log
24090,47,48,0.994561530352335,log
24091,30,51,0.8650427814891417,log
24092,98,59,1.1244452176701054,log
24093,81,39,1.1995018998288007,log
24094,79,87,0.9784007499427413,log
24095,26,16,1.1751099295352732,log
24096,47,33,1.1011409339252958,log
24097,50,81,0.8902191987518279,log
24098,50,34,1.1093655847494388,log
24099,29,62,0.8158919763281912,log
24100,89,85,1.0103508266994046,log
24101,21,86,0.6834946256400193,log
24102,52,79,0.9042890204881441,log
24103,2,88,0.1548123827357682,log
24104,19,15,1.0872911358762911,log
24105,78,19,1.479639706414619,log
24106,8,6,1.1605584217036247,log
24107,44,9,1.7222589228935263,log
24108,75,90,0.9594823847781603,log
24109,68,32,1.217492568250068,log
24110,34,81,0.8024579191835058,log
24111,95,42,1.2183733065449587,log
24112,33,68,0.8286529628035242,log
24113,33,63,0.8439280381576602,log
24114,92,4,3.2617809780285065,log
24115,7,94,0.428303740415246,log
24116,18,69,0.6826403055185054,log
24117,74,97,0.9408386919805468,log
24118,21,9,1.385621874580711,log
24119,73,89,0.9558491906539591,log
24120,78,89,0.9706085474127144,log
24121,82,8,2.1191840015393617,log
24122,13,31,0.7469303770589025,log
24123,10,41,0.6200458888731157,log
24124,75,26,1.325156594702426,log
24125,75,68,1.0232208151296915,log
24126,15,70,0.6374139658435677,log
24127,85,8,2.136463645379234,log
24128,8,99,0.4525326018686824,log
24129,63,2,5.977279923499917,log
24130,24,30,0.934392648742673,log
24131,64,57,1.0286496034434807,log
24132,65,42,1.1168422295742777,log
24133,45,82,0.8638314074883585,log
24134,71,80,0.972764483746355,log
24135,42,90,0.83062838033526,log
24136,0,18,NaN,log
24137,93,83,1.0257440571981578,log
24138,76,31,1.261138461619758,log
24139,41,49,0.9541992646749766,log
24140,95,58,1.1215221786816112,log
24141,65,0,NaN,log
24142,57,54,1.013554133242735,log
24143,89,25,1.3944732925247063,log
24144,81,91,0.9741933102380528,log
24145,49,6,2.1720662650033837,log
24146,35,94,0.7825483997569327,log
24147,0,2,NaN,log
24148,0,100,NaN,log
24149,55,66,0.9564829161302753,log
24150,83,3,4.022202057428039,log
24151,16,77,0.6382856626797526,log
24152,65,92,0.923171704905292,log
24153,75,44,1.1409280536149706,log
24154,94,9,2.067742564475597,log
24155,53,55,0.9907566279198219,log
24156,63,9,1.885621874580711,log
24157,48,12,1.5578858913022597,log
24158,30,36,0.9491222008519636,log
24159,54,83,0.9027218677057767,log
24160,33,68,0.8286529628035242,log
24161,95,55,1.1363858908418576,log
24162,60,8,1.9689635318695062,log
24163,90,24,1.4159010232490645,log
24164,83,38,1.2147727679195308,log
24165,45,69,0.8990474107434863,log
24166,93,3,4.125749857257015,log
24167,13,65,0.6144493051612968,log
24168,47,86,0.8643572998783383,log
24169,35,83,0.8045884377943755,log
24170,18,8,1.3899750004807707,log
24171,3,5,0.6826061944859854,log
24172,27,100,0.7156818820794936,log
24173,7,86,0.43685640558202377,log
24174,77,67,1.0330851301284583,log
24175,74,39,1.1748308091802362,log
24176,23,46,0.8189574032199598,log
24177,8,58,0.5121218389911604,log
24178,18,92,0.6392098411161113,log
24179,24,50,0.8123811710560552,log
24180,96,89,1.016867443806818,log
24181,70,29,1.261693494291657,log
24182,85,2,6.409390936137703,log
24183,55,89,0.8927729615735412,log
24184,4,1,NaN,log
24185,9,40,0.595634691962031,log
24186,70,69,1.0033982936982044,log
24187,73,44,1.1337855277368654,log
24188,19,22,0.9525715106136455,log
24189,14,28,0.7919854023234905,log
24190,74,61,1.046995173146649,log
24191,51,84,0.8873816750335397,log
24192,43,44,0.9939248503778352,log
24193,26,99,0.709034071859095,log
24194,21,70,0.7166119447634894,log
24195,58,88,0.9068879958765459,log
24196,96,100,0.9911356165197841,log
24197,100,56,1.1440416986638626,log
24198,3,40,0.2978173459810155,log
24199,55,31,1.166962177377503,log
24200,45,61,0.9259983681196776,log
24201,51,85,0.8850178431134516,log
24202,77,14,1.6459685710908587,log
24203,69,94,0.9319462433123783,log
24204,31,53,0.8649205849987093,log
24205,50,42,1.0466476186905076,log
24206,35,48,0.9184095714667107,log
24207,28,31,0.9703601998932891,log
24208,21,48,0.7864542371075193,log
24209,71,54,1.0686129167933816,log
24210,49,92,0.8606816156474222,log
24211,9,17,0.7755238700769802,log
24212,63,73,0.9656622520786666,log
24213,55,21,1.3162436037847043,log
24214,86,42,1.1917445229681092,log
24215,100,15,1.7005483074552052,log
24216,94,40,1.2316192054482022,log
24217,32,1,NaN,log
24218,30,58,0.8376419451838217,log
24219,57,44,1.0684060945561695,log
24220,94,25,1.4114538831133794,log
24221,58,29,1.2058468324604343,log
24222,3,79,0.251430461184661,log
24223,12,31,0.7236214062016458,log
24224,98,36,1.2794595361189627,log
24225,6,78,0.4112644522515654,log
24226,17,99,0.6165700648641911,log
24227,28,39,0.9095532795784934,log
24228,60,86,0.9191794644449479,log
24229,69,23,1.3503793064222112,log
24230,88,84,1.0104991963664662,log
24231,29,28,1.010530962221591,log
24232,75,58,1.0633046941730873,log
24233,95,10,1.9777236052888476,log
24234,39,31,1.0668536100963486,log
24235,79,79,1.0,log
24236,13,86,0.575830573340988,log
24237,59,28,1.2236756271875182,log
24238,75,12,1.7374850334537342,log
24239,26,35,0.916393129919492,log
24240,66,10,1.8195439355418683,log
24241,72,2,6.169925001442312,log
24242,84,80,1.0111341550923876,log
24243,46,54,0.9598036371658886,log
24244,74,33,1.2309611855662597,log
24245,95,25,1.4147414002175753,log
24246,9,87,0.49199950356304323,log
24247,99,75,1.0643039955866562,log
24248,59,30,1.1988535172613355,log
24249,22,35,0.8694064265717518,log
24250,16,93,0.6116994732113284,log
24251,24,63,0.7670650462085926,log
24252,78,57,1.077579416652571,log
24253,26,44,0.8609760221365951,log
24254,65,12,1.6798970175607097,log
24255,17,76,0.6542109895570009,log
24256,26,61,0.7925557060789747,log
24257,19,77,0.6778478069834731,log
24258,11,8,1.1531438728790993,log
24259,26,91,0.7222784334813581,log
24260,100,29,1.3676167519877782,log
24261,55,79,0.9171257606312665,log
24262,90,55,1.122893820487059,log
24263,46,81,0.8712448959429321,log
24264,46,18,1.3246190169239251,log
24265,100,47,1.196102243961423,log
24266,72,16,1.542481250360578,log
24267,17,90,0.6296295958331659,log
24268,15,94,0.5960542581718998,log
24269,66,42,1.1209269865726237,log
24270,41,22,1.2013979499600964,log
24271,96,87,1.0220425656322971,log
24272,1,82,0.0,log
24273,38,101,0.7881887691669792,log
24274,40,31,1.0742263248086288,log
24275,64,55,1.0378181426704625,log
24276,44,18,1.3092397625254566,log
24277,1,28,0.0,log
24278,54,59,0.9782826280421295,log
24279,50,52,0.9900738309386385,log
24280,82,12,1.7733942832984138,log
24281,97,85,1.0297254306918957,log
24282,23,67,0.7457130638917702,log
24283,20,26,0.9194731459286916,log
24284,30,55,0.8487433473702655,log
24285,74,94,0.9473444492311138,log
24286,74,21,1.4137077920248748,log
24287,79,81,0.9943107085039692,log
24288,23,23,1.0,log
24289,100,12,1.8532568160582539,log
24290,27,75,0.7633690653764926,log
24291,76,74,1.0061960603533315,log
24292,98,0,NaN,log
24293,24,76,0.7338373389985321,log
24294,65,53,1.0514056298094503,log
24295,1,56,0.0,log
24296,85,88,0.9922530827085135,log
24297,24,35,0.8938798045602852,log
24298,9,88,0.49074364256696784,log
24299,66,13,1.6334259114467728,log
24300,27,14,1.2488689915973978,log
24301,12,31,0.7236214062016458,log
24302,3,82,0.24930389866568925,log
24303,96,82,1.0357701354134237,log
24304,71,11,1.777675582998552,log
24305,84,84,1.0,log
24306,73,67,1.0203978814912393,log
24307,35,20,1.1868043392514251,log
24308,26,10,1.414973347970818,log
24309,50,98,0.8532280814699368,log
24310,49,65,0.9323093538007855,log
24311,51,54,0.9856709344603222,log
24312,35,65,0.851705371739096,log
24313,7,54,0.48782099059316425,log
24314,93,85,1.0202465220585417,log
24315,84,35,1.246239952379556,log
24316,79,47,1.1348780110472423,log
24317,49,37,1.0777925148845882,log
24318,7,63,0.46967098044385963,log
24319,97,78,1.050038265233217,log
24320,94,63,1.0965838869128426,log
24321,64,6,2.3211168434072493,log
24322,1,54,0.0,log
24323,21,56,0.7563370039767636,log
24324,18,4,2.084962500721156,log
24325,85,96,0.9733374997102525,log
24326,8,88,0.46443714820730453,log
24327,82,21,1.4474254459952112,log
24328,35,20,1.1868043392514251,log
24329,17,74,0.6582645203321088,log
24330,4,87,0.3104171255403102,log
24331,90,90,1.0,log
24332,23,18,1.0848065503557938,log
24333,16,94,0.6102594824046371,log
24334,73,32,1.2379649117760034,log
24335,41,69,0.8770615624978324,log
24336,37,1,NaN,log
24337,73,2,6.189824558880018,log
24338,74,83,0.9740258758394864,log
24339,18,40,0.7835365166711385,log
24340,49,47,1.010823662028453,log
24341,34,66,0.841682845424765,log
24342,38,15,1.3432491606861066,log
24343,1,33,0.0,log
24344,44,88,0.8451876172642316,log
24345,0,34,NaN,log
24346,88,41,1.2056684868517225,log
24347,42,34,1.0599227141388805,log
24348,84,35,1.246239952379556,log
24349,99,84,1.0370818877761248,log
24350,11,29,0.7121130408099613,log
24351,66,73,0.9765049173626533,log
24352,15,29,0.8042210538754737,log
24353,84,94,0.9752430804477775,log
24354,44,43,1.0061122826538198,log
24355,26,81,0.7414118182610625,log
24356,72,16,1.542481250360578,log
24357,33,13,1.3631877570194533,log
24358,49,101,0.8432759846484608,log
24359,84,69,1.0464585135098685,log
24360,100,11,1.920505135578255,log
24361,50,11,1.631440309260367,log
24362,81,60,1.0732973465934836,log
24363,76,76,1.0,log
24364,12,47,0.6454055550193243,log
24365,18,94,0.6361840682615854,log
24366,26,62,0.7894331112229788,log
24367,69,86,0.9505559901354146,log
24368,71,50,1.089635687501483,log
24369,1,83,0.0,log
24370,7,77,0.4479735992007008,log
24371,0,6,NaN,log
24372,80,94,0.9645041417463238,log
24373,62,98,0.9001447456813301,log
24374,28,88,0.7442380701402609,log
24375,8,83,0.47058532457832286,log
24376,69,58,1.042769592775905,log
24377,15,26,0.8311755558804608,log
24378,91,44,1.1920278693449549,log
24379,70,31,1.2371901783735189,log
24380,17,0,NaN,log
24381,10,53,0.579953601178403,log
24382,2,25,0.21533827903669653,log
24383,8,18,0.7194373997043944,log
24384,4,9,0.6309297535714574,log
24385,21,55,0.759737784954561,log
24386,26,86,0.731441964743482,log
24387,57,50,1.0334937351402576,log
24388,80,29,1.3013488733751923,log
24389,56,53,1.0138679417992131,log
24390,59,22,1.3191463738958387,log
24391,85,0,NaN,log
24392,68,87,0.9448263585071902,log
24393,52,64,0.9500732863568488,log
24394,63,100,0.8996702747267907,log
24395,56,26,1.2354918412514542,log
24396,70,87,0.9513172078715486,log
24397,3,63,0.2651645097780702,log
24398,85,19,1.5088277556181569,log
24399,30,38,0.9350149336168546,log
24400,32,34,0.982808161164113,log
24401,60,30,1.203795047090506,log
24402,66,41,1.1282007368567448,log
24403,81,94,0.9672383953208522,log
24404,47,51,0.9792264361027441,log
24405,29,1,NaN,log
24406,17,76,0.6542109895570009,log
24407,54,62,0.9665263290234957,log
24408,4,61,0.3372261973790022,log
24409,74,32,1.2418906731257902,log
24410,18,41,0.778326556204762,log
24411,50,44,1.0337809105453106,log
24412,2,21,0.227670248696953,log
24413,52,29,1.1734174596109956,log
24414,65,86,0.9371490349229524,log
24415,98,7,2.3562071871080223,log
24416,99,41,1.2373853981007108,log
24417,2,5,0.43067655807339306,log
24418,19,61,0.7162562210501102,log
24419,34,21,1.158263930303972,log
24420,76,91,0.9600683271180825,log
24421,28,1,NaN,log
24422,28,63,0.8042713380642079,log
24423,71,54,1.0686129167933816,log
24424,9,26,0.674389034116991,log
24425,69,79,0.9690255262359185,log
24426,32,94,0.7628243530057964,log
24427,24,24,1.0,log
24428,18,89,0.6439309224036448,log
24429,51,31,1.1449738739821018,log
24430,22,88,0.6903752345284636,log
24431,45,21,1.2503315602485083,log
24432,25,28,0.9659898769835575,log
24433,6,1,NaN,log
24434,4,75,0.3210881708680428,log
24435,63,88,0.9253569472356923,log
24436,25,6,1.7964888034078543,log
24437,98,5,2.8488004683177284,log
24438,72,4,3.084962500721156,log
24439,49,97,0.8507248471867038,log
24440,7,48,0.5026631641116848,log
24441,90,14,1.7050821972807544,log
24442,49,86,0.8737128111640475,log
24443,9,34,0.6230856323391335,log
24444,85,32,1.2818781872275404,log
24445,101,86,1.0360935530830693,log
24446,86,23,1.4206204794205108,log
24447,32,57,0.8572080028695672,log
24448,34,79,0.8070494588063691,log
24449,8,2,3.0,log
24450,4,93,0.3058497366056642,log
24451,59,7,2.09543973337374,log
24452,55,73,0.9340102709745841,log
24453,40,86,0.8281526357894464,log
24454,64,23,1.3263883767450224,log
24455,78,54,1.0921850716455084,log
24456,12,23,0.7925087653372185,log
24457,27,5,2.047818583457956,log
24458,23,86,0.7039177700774191,log
24459,92,65,1.0832221077471063,log
24460,34,95,0.7743644829574564,log
24461,22,95,0.6787716328167831,log
24462,61,99,0.8946173327890251,log
24463,65,22,1.3504787892383368,log
24464,67,77,0.9679744397014558,log
24465,57,40,1.0960106769890874,log
24466,60,98,0.8929931523547622,log
24467,49,58,0.9584718435900174,log
24468,21,15,1.1242488918721907,log
24469,64,97,0.9091029144578332,log
24470,21,32,0.8784634845557521,log
24471,80,31,1.2760754113907287,log
24472,19,22,0.9525715106136455,log
24473,63,99,0.9016380119596187,log
24474,70,5,2.639738513195561,log
24475,57,4,2.916445007082371,log
24476,17,42,0.7580159921564845,log
24477,74,89,0.9588803232597378,log
24478,36,82,0.8131942920304722,log
24479,73,12,1.7266078955176973,log
24480,72,25,1.328621031596075,log
24481,97,51,1.1635081017907725,log
24482,25,88,0.7189264418212709,log
24483,56,71,0.9443241826381547,log
24484,99,21,1.5093072703943164,log
24485,49,88,0.869226609337449,log
24486,51,69,0.9286081085714951,log
24487,91,93,0.9952036382942623,log
24488,11,88,0.5355628517926954,log
24489,95,93,1.0046943036726332,log
24490,90,2,6.491853096329675,log
24491,6,24,0.5637914160289369,log
24492,56,100,0.8740940135031002,log
24493,89,75,1.0396407011890179,log
24494,35,46,0.9286187170074757,log
24495,87,37,1.236779186537714,log
24496,29,14,1.2759464495897799,log
24497,97,27,1.3880271277047405,log
24498,52,20,1.3189575562084073,log
24499,24,4,2.2924812503605785,log
24500,33,69,0.8257958456335669,log
24501,73,28,1.2875738653036044,log
24502,100,18,1.5932795403938245,log
24503,66,91,0.9287930018599827,log
24504,99,98,1.0022142733860702,log
24505,97,70,1.076783830007696,log
24506,48,10,1.6812412373755872,log
24507,34,94,0.7761681100635642,log
24508,58,9,1.8479872528410597,log
24509,66,57,1.0362606023223633,log
24510,22,82,0.7014384806287067,log
24511,45,50,0.9730675112309839,log
24512,86,30,1.309640928300574,log
24513,26,11,1.3587317907421566,log
24514,67,21,1.3810680346094193,log
24515,66,94,0.9221622066823305,log
24516,79,0,NaN,log
24517,28,43,0.8859418291176852,log
24518,88,94,0.9854823490544362,log
24519,55,20,1.337680680149153,log
24520,28,69,0.7869911884732236,log
24521,87,26,1.3707108020091263,log
24522,89,28,1.3470470843027975,log
24523,91,52,1.141630288535159,log
24524,79,74,1.01519093179285,log
24525,10,1,NaN,log
24526,3,52,0.27804214746402245,log
24527,13,51,0.6523558257806837,log
24528,40,45,0.9690587132500181,log
24529,6,71,0.42033638952773006,log
24530,12,90,0.552224834346298,log
24531,82,20,1.4709990228987773,log
24532,91,28,1.3537162838422765,log
24533,35,28,1.0669657431387598,log
24534,93,51,1.1527976865069318,log
24535,77,88,0.9701761564614199,log
24536,90,43,1.196376032095411,log
24537,23,72,0.7331631997146744,log
24538,41,18,1.2848077609945,log
24539,21,90,0.6765891583809964,log
24540,51,2,5.672425341971496,log
24541,64,88,0.9288742964146091,log
24542,64,59,1.0199496977214841,log
24543,36,78,0.8225289045031308,log
24544,92,27,1.3719697791143954,log
24545,97,52,1.157790129976035,log
24546,89,26,1.3776867313016812,log
24547,72,69,1.0100516164089368,log
24548,15,64,0.6511484326014199,log
24549,70,11,1.7717601307463764,log
24550,74,7,2.2118519168491297,log
24551,52,0,NaN,log
24552,91,97,0.9860425123496169,log
24553,11,86,0.5383269676379318,log
24554,83,92,0.9772329096112612,log
24555,29,96,0.7377385967794877,log
24556,99,66,1.0967776900661872,log
24557,54,96,0.873943853367915,log
24558,12,44,0.6566548958105609,log
24559,40,0,NaN,log
24560,36,79,0.820130840200514,log
24561,53,30,1.1673218187683807,log
24562,43,80,0.8583243392297359,log
24563,7,21,0.6391511932854698,log
24564,23,34,0.8891587215888662,log
24565,13,101,0.5557708294077383,log
24566,17,94,0.6236032394624049,log
24567,48,18,1.3393436329884603,log
24568,91,18,1.5606502845849148,log
24569,4,94,0.30512974120231856,log
24570,65,79,0.9553580705943768,log
24571,61,41,1.106986424480944,log
24572,66,50,1.0709688404728321,log
24573,61,62,0.9960600941586246,log
24574,72,17,1.5094754964316581,log
24575,48,54,0.9704729238619467,log
24576,33,80,0.7979201983391635,log
24577,57,21,1.3279755201468604,log
24578,18,75,0.6694567956850164,log
24579,99,70,1.081587618282945,log
24580,43,56,0.9343780133175531,log
24581,24,66,0.7585479057424205,log
24582,2,7,0.3562071871080222,log
24583,43,96,0.8240388239276742,log
24584,20,56,0.7442162831260293,log
24585,5,12,0.647685462377997,log
24586,55,22,1.2964342113381961,log
24587,11,30,0.705015029626574,log
